Shape,Carat,Color,Clarity,Cut,Fluorescence,Polish,Symmetry,Length,Width,Depth,Log_Price
0,0.6,2,1,0,0,2,3,4.6,4.59,3.34,7.72356247227797
0,0.37,2,4,0,1,1,2,4.45,3.55,2.78,6.975413927455952
0,0.51,4,1,0,1,0,2,4.54,4.36,3.13,7.3343293503005365
0,0.31,0,6,0,0,0,2,3.8,3.75,2.72,6.859614903654202
0,1.01,5,7,0,1,2,1,5.12,4.92,4.39,7.79934339821592
0,0.43,2,1,3,1,2,3,4.33,3.9,2.84,7.205635176410364
0,0.7,4,3,0,0,2,2,4.88,4.12,3.91,7.665753431861699
0,0.63,3,2,0,1,0,3,4.81,4.62,3.4,7.4318919168078
0,0.5,2,4,0,1,2,3,4.57,4.38,3.1,7.4977617006225685
0,0.6,6,5,0,0,0,3,4.65,4.63,3.32,7.671360923190644
0,0.53,5,3,0,0,0,3,4.35,4.29,3.22,7.691200097522863
0,0.56,3,2,0,0,2,2,4.55,4.37,3.2,7.4342573821331355
0,0.61,5,4,0,1,1,2,5.13,4.34,3.28,7.492203042618741
0,0.8,7,4,0,0,1,2,4.92,4.83,3.99,7.416378479192928
0,0.7,5,4,0,1,0,3,5.01,4.82,3.59,7.777373602657861
0,0.5,7,4,0,0,2,3,4.37,4.26,3.15,7.355001921105257
0,0.71,7,4,0,0,0,3,4.77,4.76,3.6,7.405495663199472
0,0.49,3,4,0,1,2,2,4.29,4.22,3.03,7.4127640174265625
0,0.52,0,6,0,0,0,3,4.34,4.3,3.12,7.77779262633883
0,0.5,3,1,0,1,0,0,4.21,4.19,3.13,7.195937226475569
0,0.71,1,4,0,0,0,3,5.07,4.91,3.44,7.737616282857904
0,0.49,0,1,0,0,2,2,4.29,4.27,3.21,7.317876198626496
0,0.71,7,4,0,0,0,3,4.77,4.76,3.6,7.405495663199472
0,0.5,1,6,0,1,2,2,4.47,4.38,3.16,7.715569534520208
0,0.26,5,3,0,1,1,2,3.69,3.53,2.48,6.406879986069314
0,0.72,6,3,0,1,2,3,4.84,4.77,3.59,7.697575346802343
0,0.32,0,3,0,1,0,3,3.74,3.65,2.72,6.974478911025045
0,0.51,4,4,0,1,2,3,4.59,4.43,3.11,7.7057128238944275
0,0.3,1,4,0,1,2,3,3.74,3.68,2.69,7.065613363597717
0,0.59,6,3,0,1,0,0,4.51,4.51,3.27,7.475905969367397
0,0.5,0,1,0,1,0,3,4.54,4.48,3.06,7.809135398120538
0,0.54,4,3,0,1,2,2,4.7,4.57,3.19,7.826842098158293
0,0.46,2,2,0,1,0,2,4.28,4.22,3.04,7.21890970761906
0,0.44,5,3,0,1,0,3,4.18,4.1,2.93,7.119635638017636
0,0.52,2,4,0,1,2,2,4.45,4.19,3.15,7.4133673356952405
0,0.59,6,1,0,0,0,3,4.51,4.41,3.34,7.492203042618741
0,0.81,6,4,0,1,0,0,5.06,4.99,3.69,7.700747794511798
0,0.5,1,4,0,1,0,2,4.34,4.31,3.15,7.5688956634069955
0,0.61,3,3,0,1,2,2,5.17,4.23,3.3,7.787796878181171
0,0.3,4,5,0,0,0,3,3.8,3.69,2.6,6.78105762593618
0,0.58,5,6,0,1,1,1,5.28,4.23,3.05,7.528869256642251
0,0.35,0,3,0,0,2,3,3.92,3.83,2.79,7.064759027791802
0,0.58,5,7,0,1,1,2,4.72,4.39,3.29,7.29505641646263
0,0.5,2,4,0,0,2,1,4.23,4.06,3.17,7.820037989458753
0,0.63,4,7,0,1,1,2,4.66,4.35,3.48,7.460490305825338
0,0.3,1,6,0,1,2,2,3.94,3.77,2.58,6.879355804460439
0,0.44,0,4,0,1,2,2,4.32,4.18,2.98,7.472500744737558
0,0.73,5,1,0,1,0,3,4.97,4.86,3.56,7.815207062189088
0,0.55,2,3,0,1,1,1,4.73,4.58,3.19,7.521859252201629
0,0.5,2,2,0,1,0,3,4.47,4.17,3.28,7.407924322559599
0,0.52,5,6,0,1,2,2,4.57,4.31,3.26,7.484368643286131
0,0.3,1,4,0,1,0,2,3.58,3.56,2.62,6.790097235513905
0,0.75,5,2,0,0,2,3,5.02,4.79,3.68,7.826842098158293
0,0.49,4,5,0,0,1,1,4.11,4.07,3.27,7.622174594817622
0,0.51,0,2,0,1,0,3,4.3,4.3,3.11,7.508787170634276
0,0.32,2,6,0,1,0,3,3.86,3.8,2.71,6.889591308354466
0,0.54,4,7,0,1,1,2,4.22,4.13,3.45,7.154615356913663
0,0.3,5,5,0,0,2,3,3.49,3.49,2.71,6.738152494595957
0,0.34,0,1,0,1,0,3,3.81,3.8,2.81,6.8885724595653635
0,0.4,5,5,0,1,0,3,4.08,3.89,2.9,7.121252453244542
0,0.4,1,7,0,1,0,2,4.24,3.88,2.89,7.160069207596127
0,0.49,2,2,0,1,2,3,4.49,4.46,3.13,7.400620577371135
0,0.59,2,3,0,1,2,2,4.7,4.67,3.35,7.792761720816526
0,0.56,7,6,0,0,1,2,5.0,4.35,3.16,7.24422751560335
0,0.5,0,2,0,1,2,1,4.29,4.15,3.25,7.291656209174461
0,0.51,1,3,0,1,2,2,4.33,4.28,3.04,7.671826797878781
0,0.53,3,6,0,1,0,3,4.69,4.62,3.11,7.592870287844818
0,0.31,1,5,0,1,2,3,3.86,3.69,2.72,7.047517221357296
0,0.51,3,4,0,1,0,3,4.45,4.24,3.17,7.79770203551669
0,0.33,1,1,0,1,2,2,4.04,3.96,2.64,6.818924065275521
0,0.51,4,4,0,1,1,1,4.37,4.17,3.33,7.6624678152002375
0,0.31,0,1,0,1,0,3,3.81,3.71,2.72,6.96979066990159
0,0.6,4,1,0,1,2,3,4.64,4.57,3.37,7.674152921281675
0,0.31,0,4,0,1,2,3,3.73,3.71,2.68,6.818924065275521
0,0.33,3,6,0,0,2,0,3.9,3.76,2.75,6.967909201801884
0,0.53,7,4,0,0,1,2,4.67,4.52,3.2,7.256297239690681
0,0.55,6,6,0,1,1,2,4.4,4.3,3.39,7.373374309910049
0,0.55,2,3,0,1,1,1,4.76,4.04,3.33,7.487173694213739
0,0.51,6,3,0,0,0,3,4.43,4.43,3.26,7.116394144093465
0,0.3,0,6,0,0,0,2,3.73,3.7,2.58,6.827629234502852
0,0.35,0,4,0,1,0,3,4.02,3.96,2.76,7.114769448366463
0,0.45,0,5,0,1,0,3,4.43,4.2,3.0,7.682943169878292
0,0.7,7,1,0,1,2,1,4.73,4.62,3.45,7.587817219993427
0,0.24,5,6,0,0,1,2,3.45,3.43,2.48,6.447305862541213
0,0.3,3,5,0,1,2,3,3.7,3.7,2.68,6.723832440821209
0,0.5,1,4,0,1,0,2,4.48,4.3,3.03,7.700747794511798
0,0.65,2,7,0,1,2,2,4.76,4.6,3.57,7.327123292259293
0,0.5,1,3,0,1,0,3,4.38,4.28,3.12,7.618251097876695
0,0.5,0,6,0,1,1,1,4.29,4.13,3.12,7.696667081526462
0,0.34,5,3,0,1,2,3,3.81,3.75,2.79,7.270312886079025
0,0.58,6,6,0,1,1,2,4.48,4.41,3.4,7.426549072397305
0,0.3,0,3,0,1,2,2,3.69,3.68,2.61,6.910750787961936
0,0.7,6,4,0,1,2,2,4.99,4.77,3.38,7.554858521040676
0,0.62,2,4,0,1,2,2,5.14,4.93,3.18,7.794823152179389
0,0.72,1,1,0,0,0,3,5.02,4.86,3.53,7.583247524303362
0,0.4,0,2,0,0,2,2,4.22,4.09,2.75,7.121252453244542
0,0.43,1,3,0,1,0,3,4.42,4.24,3.01,7.313220387090301
0,0.62,4,2,0,1,2,2,4.61,4.56,3.3,7.531552381407289
0,0.5,4,2,0,1,2,3,4.13,4.12,3.11,7.550135342488429
0,0.7,6,4,0,1,2,2,4.75,4.73,3.45,7.763446388727362
0,0.52,1,4,0,1,2,3,4.6,4.43,3.07,7.758760544157663
0,0.24,4,4,0,1,1,1,3.61,3.29,2.43,6.472346294500901
0,0.51,1,6,0,1,0,3,4.33,4.31,3.13,7.636752112435779
0,0.72,5,1,0,1,1,2,4.92,4.83,3.52,7.642524134232902
0,0.5,5,6,0,0,0,3,4.34,4.32,3.06,7.363913501405819
0,0.68,2,7,0,1,2,2,4.94,4.7,3.48,7.527255919373784
0,0.5,0,3,0,1,0,3,4.37,4.36,3.14,7.6511201757027
0,0.6,3,3,0,1,0,3,4.82,4.7,3.35,7.686162303492906
0,0.65,4,3,0,0,0,3,4.74,4.74,3.47,7.799753318287247
0,0.5,2,1,0,1,2,2,4.32,4.2,3.18,7.5688956634069955
0,0.52,2,1,0,1,0,0,4.34,4.28,3.17,7.4489161025442
0,0.42,2,2,0,1,2,2,4.36,4.23,2.86,6.946975992135418
0,0.41,3,5,0,1,0,3,4.2,4.19,2.85,7.44600149832412
0,0.71,6,6,0,1,2,3,4.72,4.66,3.51,7.7025561132685825
0,0.74,5,4,0,1,1,2,4.59,4.58,3.7,7.741533589281828
0,0.41,1,4,0,1,0,3,4.11,4.0,2.94,7.095064377287131
0,0.84,6,3,0,0,1,2,5.16,4.81,3.74,7.731492029245684
0,0.51,3,3,0,1,1,2,4.45,4.13,3.1,7.431299675155903
0,0.69,3,1,0,1,2,2,4.84,4.3,3.52,7.705262474866325
0,0.46,2,3,0,1,1,2,4.32,4.2,2.87,7.436617265234227
0,0.41,5,6,0,1,0,3,4.01,3.98,2.87,7.044032897274685
0,0.7,5,1,0,1,2,2,4.76,4.71,3.46,7.7025561132685825
0,0.23,6,4,0,1,1,2,3.43,3.39,2.44,6.284134161070802
0,0.51,0,1,0,1,0,2,4.42,4.3,3.06,7.68017564043659
0,0.7,4,4,0,1,0,3,4.71,4.71,3.51,7.69484807238461
0,0.31,3,6,0,1,2,3,3.79,3.65,2.69,6.904750769961838
0,0.31,0,4,0,1,2,3,3.62,3.61,2.68,6.844815479208263
0,0.42,0,6,0,1,2,2,4.39,4.22,2.89,7.4413203897176174
0,0.59,7,4,0,1,0,3,4.45,4.44,3.24,7.4999765409521215
0,0.6,3,3,0,1,1,2,4.81,4.58,3.27,7.724888439323074
0,0.59,2,6,0,0,2,2,4.65,4.5,3.26,7.285506548522785
0,0.7,6,3,0,1,0,3,5.06,4.51,3.58,7.671826797878781
0,0.7,6,2,0,1,2,3,4.73,4.67,3.62,7.428927194802272
0,0.27,6,6,0,1,2,2,3.57,3.5,2.62,6.620073206530356
0,0.5,1,4,0,1,1,2,4.46,4.34,3.23,7.776535028185241
0,0.55,1,6,0,1,1,2,4.61,4.55,3.05,7.725330037917135
0,0.43,5,6,0,1,0,3,4.2,4.16,2.97,7.091742115095153
0,0.41,4,6,0,1,0,0,4.19,4.19,2.82,7.271703706887368
0,0.5,5,1,0,1,0,3,4.5,4.38,3.24,7.400620577371135
0,0.34,1,6,0,1,2,3,4.05,3.89,2.71,6.983789965258135
0,0.7,2,1,0,1,0,3,5.02,4.89,3.62,7.627057417018934
0,0.51,5,6,0,1,0,3,4.5,4.41,3.16,7.639642287858013
0,0.55,3,2,0,1,2,3,4.6,4.4,3.2,7.221105098182496
0,0.61,5,4,0,1,1,2,4.94,4.59,3.27,7.691200097522863
0,0.61,1,7,0,1,1,2,4.97,4.53,3.28,7.458186157340487
0,0.5,3,3,0,1,2,3,4.68,4.48,3.1,7.820439515262181
0,0.52,4,7,0,1,1,2,4.41,4.01,3.36,7.05444965813294
0,0.36,2,1,0,1,0,3,4.01,3.95,2.87,7.095064377287131
0,0.5,7,2,0,1,0,3,4.3,4.22,3.03,7.215975002651466
0,0.57,2,7,0,1,2,3,4.7,4.6,3.12,7.085064293952548
0,0.26,4,3,0,1,2,3,3.6,3.4,2.5,6.634633357861686
0,0.61,4,7,0,1,2,2,4.74,4.29,3.55,7.470224135899966
0,0.47,2,6,0,1,0,2,4.42,4.36,3.06,7.621684998724611
0,0.63,6,3,0,0,2,3,4.67,4.66,3.45,7.7102051944325325
0,0.5,2,1,0,1,0,3,4.52,4.36,3.1,7.537962659768208
0,0.54,3,2,0,1,2,2,4.67,4.39,3.18,7.303843225277705
0,0.7,6,3,0,1,0,3,4.72,4.62,3.45,7.691200097522863
0,0.64,6,2,0,0,2,3,4.86,4.27,3.41,7.403061091090091
0,0.44,4,6,0,0,2,2,4.37,4.18,2.82,7.151485463904735
0,0.52,7,2,0,0,1,1,4.44,4.36,3.27,6.825460036255307
0,0.57,0,7,0,0,1,2,4.37,4.03,3.46,7.418180822726788
0,0.32,3,6,0,0,0,3,3.85,3.7,2.73,6.860663671448287
0,0.71,4,7,0,0,2,2,4.95,4.73,3.43,7.400620577371135
0,0.74,2,2,0,1,2,3,5.05,5.03,3.63,7.813995675002791
0,0.3,3,5,0,1,0,3,3.75,3.75,2.52,7.0587581525186645
0,0.4,3,1,0,1,0,3,4.14,4.05,3.01,7.5126175446745105
0,0.7,3,1,0,1,0,2,4.68,4.63,3.42,7.769800996003896
0,0.46,5,3,0,0,0,2,4.13,4.02,3.03,7.271703706887368
0,0.5,1,3,0,1,0,1,4.37,4.37,3.22,7.4798641311650265
0,0.4,0,1,0,1,0,3,4.07,4.0,2.92,7.062191632286556
0,0.32,1,3,0,1,1,2,3.78,3.74,2.73,6.942156705699469
0,0.7,1,2,0,1,0,3,4.86,4.76,3.5,7.709308333385869
0,0.35,2,7,0,0,1,2,3.79,3.7,2.94,6.659293919683638
0,0.61,5,2,0,1,1,1,5.06,4.69,3.18,7.442492722794441
0,0.42,0,6,0,1,2,3,4.22,4.17,3.0,7.470793774195062
0,0.5,5,2,0,1,0,3,4.13,4.12,3.19,7.430114138561801
0,0.5,4,3,0,0,2,2,4.37,4.33,3.11,7.633369649679584
0,0.39,3,6,0,1,2,2,4.11,4.07,2.88,6.648984550024776
0,0.54,0,4,0,1,2,2,4.36,4.25,3.31,7.6290038896529575
0,0.46,1,4,0,1,2,1,4.22,4.09,3.14,7.443663683115591
0,0.7,5,2,0,1,2,2,4.75,4.57,3.44,7.815207062189088
0,0.51,1,4,0,1,1,2,4.78,4.48,3.09,7.554334823725748
0,0.7,6,3,0,1,0,3,4.87,4.82,3.58,7.594381242551817
0,0.61,5,4,0,0,0,3,4.59,4.59,3.36,7.688455356549944
0,0.27,4,4,0,1,1,2,3.7,3.41,2.62,6.645090969505644
0,0.39,0,1,0,1,1,2,4.08,4.07,2.89,7.05444965813294
0,0.43,2,3,0,1,0,0,4.24,3.92,3.08,7.323830566202317
0,0.61,1,7,0,1,1,2,4.54,4.54,3.54,7.543802867501509
0,0.55,6,7,0,1,2,2,4.56,4.23,3.37,6.9930151229329605
0,0.32,0,4,0,0,2,3,3.81,3.81,2.6,6.8501261661455
0,0.41,0,1,0,1,2,3,4.24,4.17,2.88,7.335633981927201
0,0.49,5,3,0,1,2,2,4.38,4.19,3.14,7.0909098220799835
0,0.52,2,7,2,1,2,2,4.57,4.48,3.09,7.170888478512505
0,0.6,3,3,0,1,2,2,4.72,4.54,3.44,7.759187438507795
0,0.3,3,1,0,1,2,2,3.83,3.5,2.66,6.9930151229329605
0,0.32,5,5,0,1,0,3,3.78,3.72,2.76,6.650279048587422
0,0.53,2,7,0,1,1,2,4.48,4.28,3.17,7.342131730584722
0,0.5,0,3,0,1,0,3,4.53,4.48,3.17,7.684783943522785
0,0.51,2,1,0,1,0,3,4.32,4.31,3.12,7.48605261786314
0,0.5,0,3,0,0,2,0,4.21,4.18,3.23,7.629975707027789
0,0.53,1,6,0,0,0,3,4.59,4.52,3.11,7.671826797878781
0,0.79,6,2,0,1,2,2,5.1,5.1,3.71,7.473069088032197
0,0.67,4,1,0,1,2,3,4.89,4.76,3.37,7.7475968386928855
0,0.7,3,1,0,1,2,2,4.59,4.46,3.67,7.508238774678663
0,0.74,5,3,0,1,1,2,4.82,4.8,3.57,7.703459047867175
0,0.32,0,7,0,1,1,1,4.15,3.54,2.66,6.511745329644728
0,0.69,5,4,0,1,1,2,4.93,4.88,3.5,7.43307534889858
0,0.56,5,2,0,1,1,1,4.66,4.33,3.34,7.324489979348532
0,0.7,2,4,0,1,0,3,4.98,4.82,3.56,7.757906208351747
0,0.5,1,2,0,1,2,3,4.33,4.27,3.11,7.422373700986824
0,0.44,0,4,0,1,2,2,4.57,4.0,2.95,7.492760300922379
0,0.25,5,3,0,1,1,1,3.82,3.16,2.58,6.313548046277095
0,0.7,4,4,0,1,0,3,4.95,4.69,3.58,7.635303886259415
0,0.71,4,4,0,0,0,3,4.87,4.84,3.57,7.685243607975833
0,0.9,0,2,3,1,2,3,5.43,5.41,3.72,7.75833346749091
0,0.5,2,1,0,1,0,2,4.49,4.38,3.13,7.597897950521784
0,0.52,0,3,0,1,0,3,4.53,4.47,3.22,7.686162303492906
0,0.7,6,1,0,1,0,3,4.66,4.61,3.56,7.679251425953058
0,0.3,5,4,0,1,1,1,3.66,3.16,2.91,6.504288173536645
0,0.65,5,5,0,1,0,0,4.62,4.6,3.47,7.633853559681768
0,0.7,6,4,0,1,0,3,4.85,4.78,3.48,7.741099090035366
0,0.3,5,4,0,0,2,3,3.5,3.47,2.71,6.720220155135295
0,0.77,3,7,0,1,0,0,5.2,5.05,3.61,7.822845290279774
0,0.57,4,2,0,1,1,2,4.74,4.65,3.36,7.403670290012373
0,0.65,5,1,0,1,0,3,4.94,4.69,3.48,7.7102051944325325
0,0.71,3,2,0,1,1,2,4.86,4.62,3.52,7.523481312573497
0,0.5,2,2,0,1,2,3,4.29,4.22,3.16,7.488852955733459
0,0.7,7,3,0,1,0,3,4.81,4.71,3.44,7.616283561580385
0,0.46,0,3,0,1,2,3,4.29,4.2,3.09,7.290292882446597
0,0.5,1,3,0,1,2,2,4.24,4.22,3.21,7.6362696033793735
0,0.5,7,3,0,1,0,3,4.03,3.88,3.26,7.160069207596127
0,0.41,0,4,0,0,1,2,4.15,4.11,2.82,7.040536390215956
0,0.24,0,4,3,1,2,3,3.41,3.22,2.4,6.576469569048224
0,0.5,4,2,0,1,1,2,4.19,4.13,3.38,7.405495663199472
0,0.7,7,1,0,1,0,2,4.74,4.74,3.52,7.578656850594762
0,0.63,6,1,0,0,2,2,4.58,4.5,3.44,7.611347717403621
0,0.33,4,3,0,1,1,1,3.67,3.66,2.91,6.744059186311348
0,0.44,1,6,0,1,1,2,4.34,4.31,2.87,7.4127640174265625
0,0.28,0,3,0,0,2,2,3.7,3.54,2.48,6.6293632534374485
0,0.48,5,7,0,1,1,2,4.24,4.2,3.18,7.117205503164344
0,0.61,2,7,0,0,1,1,4.91,4.23,3.43,7.396948602621014
0,0.5,1,1,0,1,0,2,4.28,4.15,3.12,7.430114138561801
0,0.59,1,3,0,0,1,2,4.89,4.56,3.24,7.699842407396986
0,0.3,1,6,0,1,2,2,3.7,3.69,2.61,7.064759027791802
0,0.34,0,6,0,1,2,3,3.83,3.76,2.76,6.988413181999592
0,0.53,7,7,0,1,2,3,4.34,4.32,3.37,7.047517221357296
0,0.51,5,4,0,1,2,2,4.19,4.12,3.31,7.4067107301776405
0,0.31,4,1,0,1,2,2,3.86,3.4,2.76,6.717804695023691
0,0.52,2,1,0,0,0,3,4.63,4.45,3.03,7.590852123688581
0,0.5,1,3,0,1,1,2,4.35,4.32,3.17,7.629975707027789
0,0.5,0,4,0,1,2,2,4.2,4.2,3.24,7.75833346749091
0,0.3,5,3,0,1,0,3,3.62,3.61,2.59,7.189922170745808
0,0.52,1,4,0,1,2,2,4.32,4.3,3.13,7.522400231387125
0,0.46,1,3,0,1,2,2,4.25,4.23,3.17,7.7651449029361315
0,0.55,4,1,0,0,0,3,4.63,4.49,3.26,7.647308832356238
0,0.5,6,6,0,0,0,3,4.37,4.23,3.13,6.900730664045173
0,0.31,1,3,0,1,2,3,3.84,3.77,2.49,6.825460036255307
0,0.51,1,5,0,0,0,3,4.48,4.42,2.99,7.679713639966372
0,0.73,1,2,0,1,2,2,4.79,4.75,3.54,7.738052297689316
0,0.5,1,3,0,1,0,2,4.43,4.36,3.06,7.60339933974067
0,0.5,0,3,0,0,0,3,4.43,4.36,2.85,7.602900462204755
0,0.7,6,3,0,1,0,3,4.8,4.77,3.53,7.594381242551817
0,0.5,1,1,0,0,0,3,4.26,4.18,3.03,7.564757012905729
0,0.3,5,0,3,1,0,0,3.77,3.68,2.5,6.561030665896573
0,0.23,2,4,0,1,2,2,3.42,3.19,2.42,6.6293632534374485
0,0.6,6,2,0,0,0,2,4.57,4.42,3.28,7.415776975415394
0,0.35,2,1,0,1,0,3,3.84,3.8,2.76,7.074963197966044
0,0.53,1,4,0,0,2,1,4.85,4.18,3.19,7.410347097821024
0,0.61,5,1,0,1,0,3,4.43,4.39,3.38,7.599401333415815
0,0.76,3,2,0,1,0,2,4.94,4.63,3.73,7.613818684808629
0,0.41,6,7,0,0,2,2,4.26,4.0,2.8,6.760414691083428
0,0.5,1,4,0,1,2,2,4.35,4.05,3.21,7.410347097821024
0,0.51,2,2,0,0,2,2,4.53,4.35,3.15,7.543273346705446
0,0.55,6,0,0,1,0,3,4.62,4.37,3.18,7.513709247839705
0,0.59,7,4,0,1,0,3,4.42,4.38,3.27,7.508238774678663
0,0.59,2,4,0,0,0,3,4.61,4.61,3.32,7.693937325509272
0,0.59,6,1,0,1,0,3,4.71,4.63,3.37,7.492203042618741
0,0.31,1,3,0,1,2,3,4.06,3.53,2.7,6.846943139585379
0,0.31,1,4,0,1,1,2,3.93,3.58,2.65,6.902742737158593
0,0.62,2,1,0,0,0,3,4.75,4.68,3.38,7.7823903355874595
0,0.54,2,1,0,1,0,3,4.39,4.34,3.22,7.486613313139955
0,0.44,0,1,0,1,2,2,4.31,4.23,2.86,7.149916836132109
0,0.51,0,3,0,1,1,1,4.45,4.27,3.29,7.505492274737424
0,0.31,5,6,0,1,1,2,3.71,3.64,2.63,6.602587892189336
0,0.3,0,6,0,1,0,2,3.75,3.72,2.61,6.827629234502852
0,0.5,0,3,0,0,0,2,4.24,4.23,3.16,7.715569534520208
0,0.3,0,4,0,1,1,3,3.99,3.6,2.53,6.796823718274855
0,0.5,7,6,0,0,0,3,4.11,4.0,2.97,7.150701457592526
