Style Number,Shape,Carat Weight,Color,Clarity,Graded By,Cut Grade,Fluorescence,Culet,Depth,Table,Girdle,Polish,Symmetry,Measurements,Price
LD23031888_NVD,Marquise,0.56,D,VS1,GIA,Fair,Faint,NON,64.60,59.00,Thick to Thick,Very Good,Very Good,8.17x4.25x2.74 mm,3006
232537_NVD,Marquise,0.33,K,VVS1,GIA,Very Good,None,,63.00,59.00,STK - ETK to STK - ETK,Very Good,Very Good,6.76x3.65x2.3 mm,842
2388532_NVD,Marquise,1.50,F,SI2,IGI,Good,None,POINTED,64.10,60.00,Slightly Thick to Thick,Excellent,Excellent,11.21x5.85x3.75 mm,13183
BH-74_220,Marquise,5.67,F,I1,GIA,Good,Strong,Very Small,61.40,65.00,Thick to Very Thick,Very Good,Good,19.24 x 9.05 x 5.56 mm,122821
951-40_228,Marquise,0.51,D,VS2,GIA,Good,None,None,57.60,60.00,Slightly Thick to Very Thick,Good,Good,8.68 x 4.29 x 2.47 mm,2462
590972_NVD,Marquise,0.31,J,VS1,GIA,Fair,Medium,,65.80,57.00,STK - VTK to STK - VTK,Excellent,Very Good,6.63x3.52x2.32 mm,898
LD22018523_NVD,Marquise,1.60,I,VVS2,GIA,Good,Faint,NON,57.90,57.00,Very Thick to Very Thick,Very Good,Very Good,11.87x6.21x3.6 mm,19464
LD21122679_NVD,Marquise,0.80,E,SI1,GIA,Fair,Strong,NON,64.70,59.00,Extremely Thick to Extremely Thick,Excellent,Very Good,8.88x4.78x3.1 mm,4826
BG815_220,Marquise,2.49,E,SI2,GIA,Very Good,None,None,63.90,55.00,Medium to Extremely Thick,Very Good,Good,12.88 x 6.96 x 4.45 mm,49825
A120-90_NVD,Marquise,0.57,D,SI2,GIA,Good,None,NON,63.10,61.00,MED-VTK to MED-VTK,Excellent,Very Good,8.24x4.36x2.75 mm,2041
LD21121538_NVD,Marquise,0.60,E,SI1,GIA,Very Good,None,NON,59.80,58.00,Extremely Thick to Extremely Thick,Very Good,Very Good,8.92x4.32x2.58 mm,2493
BG362_220,Marquise,0.50,D,SI1,GIA,Fair,None,None,65.00,56.00,Thin to Very Thick,Very Good,Very Good,7.68 x 4.15 x 2.7 mm,1950
BG856-1_220,Marquise,0.95,J,VVS2,GIA,Very Good,None,None,59.40,59.00,Thin to Very Thick,Very Good,Very Good,9.42 x 5.25 x 3.11 mm,5650
SM90416_NVD,Marquise,1.21,J,I1,NONE,Good,Faint,,58.00,59.50,undefined to undefined,Very Good,Very Good,11.15x5.31x3.08 mm,4309
X2C-25_284,Marquise,1.52,K,I1,None,Fair,Faint,None,66.20,52.00,Medium to Very Thick,Very Good,Very Good,10.79 x 6.0 x 3.97 mm,4239
J263-258451_NVD,Marquise,2.70,G,SI2,GIA,Very Good,None,NON,62.80,58.00,STK-VTK to STK-VTK,Excellent,Excellent,15.14x6.96x4.37 mm,44165
215P-23_284,Marquise,0.50,J,I1,None,Good,None,None,62.30,61.00,Very Thick to Very Thick,Very Good,Very Good,8.1 x 4.03 x 2.51 mm,557
RG175116_NVD,Marquise,0.53,E,VVS1,GIA,Very Good,Strong,,63.50,56.00,STK - VTK to STK - VTK,Excellent,Very Good,7.89x4.22x2.68 mm,2392
LD22034594_NVD,Marquise,0.70,F,SI1,GIA,Fair,None,NON,65.10,57.00,Very Thick to Very Thick,Very Good,Very Good,8.53x4.56x2.97 mm,4033
K142-276989_NVD,Marquise,1.50,J,IF,GIA,Good,None,NON,59.10,62.00,STK-VTK to STK-VTK,Excellent,Excellent,13.11x5.65x3.34 mm,15836
92021_NVD,Marquise,0.50,E,I1,GIA,Very Good,None,NON,58.50,55.00,FACETED to FACETED,Very Good,Very Good,8.58x4.19x2.45 mm,1333
LD230310627_NVD,Marquise,1.00,K,SI1,GIA,Very Good,None,NON,63.40,60.00,Very Thick to Very Thick,Very Good,Very Good,10.05x5.16x3.27 mm,4835
MQ25045_4953,Marquise,0.57,E,SI2,GIA,Ideal,Medium,Small,61.60,57.00,,Good,Good,8.4 x 4.11 x 2.53 mm,1842
7016-192H_228,Marquise,1.76,D,VVS1,GIA,Fair,Faint,Small,64.90,56.00,Medium to Very Thick,Excellent,Very Good,10.98 x 6.44 x 4.18 mm,38697
704522_885,Marquise,0.23,E,SI2,GIA,Very Good,None,,61.90,60.00,Medium to Thick,Excellent,Very Good,8.31 x 5.44 x 3.74 mm,640
146183_NVD,Marquise,0.24,F,SI2,GIA,Very Good,Faint,,63.70,59.00,STK - ETK to STK - ETK,Very Good,Very Good,6.22x3.22x2.05 mm,758
20180418_4034,Marquise,0.51,G,VVS1,GIA,Fair,None,None,57.10,53.00,Thin to Thick,Good,Fair,7.82 x 4.46 x 2.55 mm,2311
LD6287_201,Marquise,0.61,F,SI2,AGI,Fair,,,65.70,56.00,,Good,Good,8.06 x 4.34 x 2.85 mm,544
O679-3_220,Marquise,1.51,D,IF,GIA,Fair,None,Small,66.30,61.00,Thin to Very Thick,Very Good,Good,10.44 x 5.87 x 3.89 mm,39678
2352455_486,Marquise,0.50,E,VS1,GIA,Very Good,None,,63.10,60.00,Medium to Extremely Thick,Excellent,Very Good,7.84 x 4.14 x 2.61 mm,2896
561865_NVD,Marquise,0.24,D,SI2,GIA,Very Good,Faint,,63.70,60.00,STK - VTK to STK - VTK,Excellent,Very Good,6.1x3.25x2.07 mm,837
EE97_45,Marquise,0.73,F,SI2,GIA,Good,None,None,64.20,63.00,Medium to Extremely Thick,Good,Good,9.01 x 4.55 x 2.92 mm,3288
1100118_7464,Marquise,0.56,H,SI1,GIA,Fair,Faint,None,66.50,54.00,,Good,Good,7.86 x 4.15 x 2.76 mm,2691
LD22016707_NVD,Marquise,0.72,H,VS1,GIA,Good,Medium,NON,60.50,62.00,Very Thick to Very Thick,Very Good,Very Good,8.82x4.72x2.85 mm,4411
MQ26520_4953,Marquise,0.60,J,SI2,GIA,Good,None,None,64.30,62.00,Very Thick to Extremely Thick,Good,Very Good,8.27 x 4.41 x 2.84 mm,1820
BB-30006_201,Marquise,0.52,D,SI1,GIA,Very Good,None,None,58.80,56.00,Thin to Very Thick,Good,Fair,8.03 x 4.19 x 2.47 mm,1594
666562_NVD,Marquise,0.25,F,VS2,GIA,Good,None,,62.50,61.00,THK - ETK to THK - ETK,Very Good,Very Good,6.27x3.29x2.06 mm,1198
130709_NVD,Marquise,0.73,F,SI2,GIA,Good,None,,64.20,59.00,MED - VTK to MED - VTK,Excellent,Very Good,8.33x4.77x3.06 mm,3329
BG383-5_220,Marquise,0.78,K,SI1,GIA,Very Good,Faint,None,63.10,53.00,Medium to Very Thick,Very Good,Good,9.67 x 4.66 x 2.94 mm,2225
409N-337-A_NVD,Marquise,0.40,D,IF,GIA,Very Good,None,,60.90,59.00,STK - VTK to STK - VTK,Excellent,Very Good,7.43x3.92x2.38 mm,2596
2365203_486,Marquise,0.60,D,SI2,GIA,Fair,None,,64.60,54.00,Medium to Thick,Very Good,Very Good,8.72 x 4.32 x 2.79 mm,1954
3968_379,Marquise,0.90,I,SI1,EGL Intl.,Fair,None,None,64.80,50.00,Thin to Thin,Very Good,Very Good,11.02 x 4.63 x 3.0 mm,3379
176505_NVD,Marquise,0.19,G,SI2,GIA,Fair,None,NON,65.10,58.00,Slightly Thick to Very Thick,Excellent,Very Good,5.74x3.03x1.97 mm,593
ND00668_467,Marquise,0.71,H,I1,IGI,Ideal,None,Very Small,61.70,57.00,Very Thick to Medium,Good,Good,5.74 x 4.25 x 2.91 mm,1774
MQ21047_4953,Marquise,0.65,I,I1,GIA,Good,Medium,Medium,58.40,64.00,Thick to Extremely Thick,Good,Good,8.46 x 4.6 x 2.69 mm,1643
RG175037_NVD,Marquise,0.51,H,VVS1,GIA,Good,Faint,,58.20,55.00,STK - VTK to STK - VTK,Very Good,Very Good,7.16x4.43x2.58 mm,2385
LD22036525_NVD,Marquise,0.60,G,VVS2,GIA,Very Good,Strong,NON,62.80,59.00,Very Thick to Very Thick,Very Good,Very Good,8.31x4.46x2.8 mm,2861
LD22060807_NVD,Marquise,1.00,E,SI1,GIA,Very Good,Faint,NON,62.30,60.00,Extremely Thick to Extremely Thick,Excellent,Very Good,9.87x5.22x3.25 mm,7818
B897-53_220,Marquise,0.57,J,VS2,GIA,Fair,Faint,None,56.50,60.00,Slightly Thick to Very Thick,Very Good,Very Good,8.35 x 4.59 x 2.6 mm,1601
992961_NVD,Marquise,0.23,E,SI2,GIA,Fair,None,,65.50,56.00,THK - ETK to THK - ETK,Excellent,Very Good,6.43x3.06x2.0 mm,773
928774_885,Marquise,0.25,G,VVS2,GIA,Very Good,None,,63.20,59.00,Slightly Thick to Very Thick,Very Good,Very Good,8.31 x 5.44 x 3.74 mm,974
RG164792_NVD,Marquise,0.70,D,SI2,GIA,Very Good,Faint,,59.90,58.00,STK - VTK to STK - VTK,Very Good,Very Good,9.87x4.44x2.66 mm,3324
BG768-1_220,Marquise,0.60,E,VS1,GIA,Ideal,Faint,None,61.80,57.00,Thick to Extremely Thick,Good,Good,8.4 x 4.4 x 2.72 mm,2896
146662_NVD,Marquise,0.50,G,SI1,GIA,Fair,None,,56.60,60.00,THN - VTK to THN - VTK,Very Good,Fair,7.69x4.44x2.52 mm,1599
K138-275042_NVD,Marquise,1.50,J,SI2,GIA,Good,Faint,NON,60.40,62.00,THK-ETK to THK-ETK,Very Good,Very Good,11.68x5.87x3.54 mm,11201
KX-47_15326,Marquise,0.41,D,SI1,GIA,Very Good,Faint,None,63.90,55.00,Medium to Thick,Excellent,Very Good,7.3 x 3.86 x 2.47 mm,1188
20160894_4034,Marquise,0.50,J,VVS1,GIA,Good,None,None,59.00,63.00,Very Thin to Extremely Thick,Good,Good,7.15 x 4.49 x 2.65 mm,1887
20130441_4034,Marquise,0.70,H,SI2,EGL USA,Very Good,None,None,62.00,58.00,Medium to Very Thick,Good,Good,8.9 x 4.58 x 2.84 mm,2776
43072025_23402,Oval,0.51,J,VS1,GIA,Excellent,Faint,,56.70,56.00,Medium to Very Thick,Very Good,Good,6.13 x 4.63 x 2.63 mm,1404
25442_29708,Oval,0.30,D,VVS2,GIA,Excellent,Faint,None Pointed,59.90,60.00,Thin to Thick,Very Good,Very Good,5.30 x 3.88 x 2.32 mm,1008
U26-148A_NVD,Oval,0.41,H,VVS2,GIA,Very Good,None,,62.90,56.00,MED - THK to MED - THK,Excellent,Very Good,5.66x4.29x2.7 mm,1373
88778_8920,Oval,0.51,H,SI2,GIA,Very Good,None,None,58.60,58.00,Medium to Thick,Excellent,Very Good,6.31 x 4.64 x 2.72 mm,1450
ANW-85_2760,Oval,0.32,F,IF,GIA,Good,Medium,None,60.20,62.00,,Excellent,Very Good,5.33 x 3.93 x 2.36 mm,1139
APZ-100_2760,Oval,0.50,I,VS1,GIA,Fair,None,None,66.90,61.00,,Excellent,Very Good,6.71 x 4.11 x 2.75 mm,1268
GU-51A_NVD,Oval,0.50,H,SI1,GIA,Fair,None,NON,57.30,59.00,Medium to Thick,Excellent,Very Good,6.36x4.58x2.62 mm,1563
1506_55971,Oval,0.52,F,SI1,GIA,Excellent,Faint,,58.20,58.00,Medium to Extr. Thick,Very Good,Very Good,6.59 x 4.51 x 2.62 mm,1826
E45463-42_42875,Oval,0.50,F,SI1,GIA,Excellent,None,,67.40,60.00,Slightly Thick to Very Thick,Very Good,Very Good,5.81 x 4.33 x 2.92 mm,1756
LD22016826_NVD,Oval,0.51,I,VVS2,GIA,Very Good,Medium,NON,62.40,59.00,Very Thick to Very Thick,Very Good,Very Good,6.35x4.54x2.83 mm,1747
I118-4A_NVD,Oval,0.50,J,VVS2,GIA,Very Good,None,,58.60,59.00,STK - THK to STK - THK,Excellent,Very Good,6.65x4.45x2.61 mm,1563
NR-26_15326,Oval,0.50,K,VS1,GIA,Fair,None,None,65.60,59.00,Thick to Very Thick,Very Good,Very Good,5.9 x 4.42 x 2.9 mm,1218
AA2303170_34292,Oval,0.31,D,SI1,GIA,Excellent,Very Strong,,62.70,58.00,Medium to Extr. Thick,Very Good,Very Good,5.65 x 3.70 x 2.32 mm,751
18105_53966,Oval,0.30,E,VVS1,GIA,Excellent,Faint,,60.10,57.00,Medium to Thick,Excellent,Very Good,5.86 x 3.67 x 2.21 mm,1083
23402_29708,Oval,0.53,I,VS2,GIA,Excellent,None,None Pointed,60.40,61.00,Slightly Thick to Very Thick,Very Good,Very Good,6.49 x 4.60 x 2.78 mm,1841
JL23BPP_56539,Oval,0.28,H,VS1,GIA,Excellent,None,,65.20,53.00,Medium to Very Thick,Good,Good,5.22 x 3.56 x 2.32 mm,1000
FHVNYP4009_19110,Oval,0.51,D,VS2,GIA,Excellent,Medium,,57.70,60.00,Medium to Thick,Very Good,Good,6.56 x 4.63 x 2.67 mm,1875
OV2223_31175,Oval,0.50,F,SI1,GIA,Excellent,None,,63.00,56.00,Medium to Very Thick,Very Good,Good,5.91 x 4.54 x 2.86 mm,1715
30022_24321,Oval,0.56,I,I1,GIA,Excellent,None,,61.00,61.00,Slightly Thick to Very Thick,Very Good,Very Good,6.32 x 4.69 x 2.86 mm,1215
47018_37711,Oval,0.55,J,SI1,GIA,Excellent,None,,62.00,58.00,Medium to Slightly Thick,Excellent,Excellent,6.47 x 4.67 x 2.90 mm,1823
E39160_42875,Oval,0.52,J,SI1,GIA,Excellent,Strong,,61.60,56.00,Very Thick to Extr. Thick,Excellent,Good,6.03 x 4.40 x 2.71 mm,1559
AND41069_NVD,Oval,0.41,D,VS1,GIA,Good,Faint,,62.70,62.00,null - null to null - null,Very Good,Very Good,5.6x4.25x2.67 mm,1461
SDBX2619_56539,Oval,0.33,G,I1,GIA,Excellent,Faint,,46.20,57.00,Thin to Very Thick,Good,Good,5.76 x 4.29 x 1.98 mm,726
942C_42633,Oval,0.41,G,VS1,GIA,Excellent,,,68.50,58.00,Very Thin to Extr. Thick,Good,Good,5.70 x 3.90 x 2.67 mm,1626
O-0870_12927,Oval,0.31,F,VS1,GIA,Excellent,None,,67.10,56.00,Medium to Very Thick,Good,Good,5.59 x 3.62 x 2.43 mm,1074
SG3091_98109,Oval,0.30,E,VS1,GIA,Excellent,Faint,,60.50,59.00,Medium to Very Thick,Excellent,Very Good,5.58 x 3.71 x 2.24 mm,1203
I66-234A_NVD,Oval,0.40,H,VVS1,GIA,Good,Faint,,63.20,62.00,STK - VTK to STK - VTK,Excellent,Very Good,5.89x4.04x2.56 mm,1361
SG2623_98109,Oval,0.30,E,VVS2,GIA,Excellent,None,,62.10,60.00,Slightly Thick to Very Thick,Very Good,Very Good,5.48 x 3.66 x 2.27 mm,1203
620-976_80926,Oval,0.50,F,VS2,GIA,Excellent,None,,63.90,59.00,Thin to Very Thick,Excellent,Very Good,5.92 x 4.40 x 2.81 mm,1715
03514615094_71234,Oval,0.45,D,VS1,GIA,Excellent,None,,58.80,64.00,Slightly Thick to Very Thick,Excellent,Very Good,6.61 x 4.30 x 2.53 mm,1526
20190733_4034,Oval,0.40,E,SI2,GIA,Fair,None,None,65.40,57.00,Very Thick to Extremely Thick,Very Good,Fair,5.74 x 4.0 x 2.61 mm,1250
A153-72_NVD,Oval,0.42,D,VS1,GIA,Good,None,NON,64.20,59.00,MED-THK to MED-THK,Excellent,Very Good,5.7x4.23x2.71 mm,1729
87285_4620,Oval,0.35,D,SI2,GIA,Excellent,None,,61.60,59.00,Very Thick to Extr. Thick,Good,Good,5.51 x 3.83 x 2.36 mm,887
JOV032_58310,Oval,0.48,J,SI2,EGL,Excellent,None,,57.10,62.00,,Good,Good,6.70 x 4.58 x 2.62 mm,1132
25413_285,Oval,0.30,D,SI2,GIA,Good,None,None,58.00,64.00,Medium to Slightly Thick,Excellent,Very Good,5.63 x 3.85 x 2.24 mm,780
SG2752_98109,Oval,0.31,F,VS1,GIA,Excellent,None,,62.90,61.00,Medium to Thick,Very Good,Very Good,5.70 x 3.74 x 2.35 mm,1243
23412_285,Oval,0.55,K,VVS2,GIA,Very Good,Faint,None,59.60,59.00,Thin to Thick,Very Good,Very Good,6.78 x 4.61 x 2.75 mm,1292
25442_285,Oval,0.30,D,VVS2,GIA,Very Good,Faint,None,59.90,60.00,Thin to Thick,Very Good,Very Good,5.3 x 3.88 x 2.32 mm,1008
17858_53966,Oval,0.40,D,VVS2,GIA,Excellent,None,,56.80,56.00,Medium to Thick,Excellent,Very Good,6.52 x 4.07 x 2.31 mm,1580
9887-458948_917,Oval,0.40,G,VS1,GIA,Very Good,Medium,None,61.00,60.00,,Excellent,Very Good,5.77 x 4.19 x 2.55 mm,1127
K7679_22634,Oval,0.51,J,SI1,GIA,Excellent,Faint,,61.50,61.00,Medium to Very Thick,Very Good,Very Good,6.31 x 4.48 x 2.76 mm,1590
LD22051925_NVD,Oval,0.50,F,VS2,GIA,Good,None,NON,64.40,60.00,Extremely Thick to Extremely Thick,Very Good,Very Good,5.95x4.41x2.84 mm,1887
BM81-10_13198,Oval,0.50,I,VS2,GIA,Excellent,None,,54.50,59.00,Medium to Thick,Very Good,Good,6.91 x 4.50 x 2.45 mm,1691
4 33_36142,Oval,0.50,E,SI1,GIA,Excellent,None,,63.20,60.00,Very Thin to Very Thick,Very Good,Very Good,6.05 x 4.40 x 2.78 mm,1845
SG3090_98109,Oval,0.30,D,VVS2,GIA,Excellent,None,,59.70,56.00,Thin to Thick,Excellent,Very Good,5.62 x 3.78 x 2.26 mm,1203
PA00414_467,Oval,0.25,D,VS2,GIA,Fair,None,None,64.70,59.00,Very Thick to Medium,Good,Fair,5.11 x 5.14 x 3.14 mm,693
PA00387_467,Oval,0.32,F,VS2,GIA,Good,Faint,None,58.10,60.00,Very Thick to Medium,Very Good,Very Good,8.36 x 5.05 x 3.21 mm,1050
K7677_22634,Oval,0.51,J,SI1,GIA,Excellent,None,,62.30,59.00,Medium to Thick,Very Good,Very Good,6.15 x 4.59 x 2.86 mm,1648
28687_192,Oval,0.40,E,SI2,GIA,Ideal,None,None,60.40,57.00,Medium to Thick,Very Good,Very Good,5.83 x 4.26 x 2.58 mm,1204
N0207900_32457,Oval,0.37,F,SI1,GIA,Excellent,None,,65.50,59.00,Slightly Thick to Thick,Excellent,Very Good,5.64 x 3.94 x 2.58 mm,969
N0244691_92506,Oval,0.70,J,SI2,GIA,Excellent,Faint,,65.80,61.00,Very Thick to Extr. Thick,Excellent,Very Good,6.47 x 4.88 x 3.21 mm,1418
8468_84320,Oval,0.31,K,VS1,GIA,Excellent,Strong,,64.70,58.00,Thick to Very Thick,Excellent,Very Good,5.34 x 3.71 x 2.40 mm,931
LE-61_15326,Oval,0.42,F,VVS1,GIA,Fair,Medium,None,66.20,64.00,Thick to Extremely Thick,Very Good,Very Good,5.5 x 4.1 x 2.72 mm,1288
FW-2A_2164,Oval,0.50,H,VVS2,GIA,Very Good,Faint,None,58.90,57.00,,Excellent,Very Good,6.51 x 4.48 x 2.64 mm,1622
OV1754_31175,Oval,0.51,I,SI1,GIA,Excellent,Faint,,65.10,60.00,Thick to Very Thick,Very Good,Very Good,6.53 x 4.28 x 2.78 mm,1636
C1/3O1054_56465,Oval,0.32,I,VS1,GIA,Excellent,Faint,,58.60,55.00,Thin to Thick,Very Good,Very Good,5.95 x 3.82 x 2.24 mm,1024
R6704_1159,Oval,0.50,G,I1,GIA,Very Good,Medium,None,58.90,56.00,,Very Good,Good,6.16 x 4.31 x 2.54 mm,1005
R4214_1159,Oval,0.51,J,I1,GIA,Very Good,Strong,None,63.30,58.00,,Very Good,Good,6.64 x 4.31 x 2.73 mm,916
00125_80451,Oval,0.44,F,SI1,GIA,Excellent,None,,75.80,54.00,Slightly Thick to Slightly Thick,Good,Good,5.90 x 3.85 x 2.91 mm,1313
62871_25539,Oval,0.28,D,VVS1,EGL,Excellent,None,,73.00,64.00,,Very Good,Very Good,4.55 x 3.64 x 2.67 mm,963
20180597_4034,Oval,0.33,I,SI2,GIA,Fair,None,None,66.10,57.00,Slightly Thick to Extremely Thick,Very Good,Good,5.34 x 3.78 x 2.5 mm,900
25422_29708,Oval,0.30,D,VVS2,GIA,Excellent,Faint,None Pointed,57.00,64.00,Medium to Very Thick,Very Good,Good,5.47 x 3.89 x 2.22 mm,974
SG2725_98109,Oval,0.30,D,VS2,GIA,Excellent,None,,62.90,59.00,Medium to Thick,Very Good,Very Good,5.56 x 3.70 x 2.33 mm,1203
52176_37711,Oval,0.40,D,VVS2,GIA,Excellent,Medium,,57.80,62.00,Medium to Thick,Excellent,Very Good,6.11 x 4.23 x 2.45 mm,1697
BN107-8_13198,Oval,0.50,I,VVS1,GIA,Excellent,Faint,,59.00,61.00,Very Thick to Extr. Thick,Very Good,Good,6.26 x 4.48 x 2.65 mm,1894
LD22010712_NVD,Oval,0.50,I,VS2,GIA,Fair,None,NON,64.60,59.00,Very Thick to Very Thick,Very Good,Very Good,6.39x4.26x2.76 mm,1520
N0245474_92506,Oval,0.70,J,VS2,GIA,Excellent,Very Strong,,66.30,60.00,Very Thick to Extr. Thick,Excellent,Very Good,7.55 x 4.53 x 3.00 mm,1531
BG476-184_13198,Oval,0.63,J,I1,GIA,Excellent,None,,70.20,60.00,,Good,Good,6.35 x 4.52 x 3.17 mm,1116
SG2575_98109,Oval,0.30,D,VS1,GIA,Excellent,None,,63.50,57.00,Thin to Very Thick,Very Good,Very Good,5.50 x 3.67 x 2.33 mm,1203
C1/3O1094_56465,Oval,0.39,E,SI1,GIA,Excellent,None,,63.10,59.00,Thin to Slightly Thick,Excellent,Very Good,5.84 x 4.14 x 2.61 mm,1283
135158_19235,Oval,0.65,H,SI2,GIA,Excellent,Faint,,53.40,66.00,Medium to Thick,Very Good,Good,7.97 x 4.90 x 2.62 mm,1576
E/4814_111413,Oval,0.58,J,SI1,GIA,Excellent,Strong,,50.40,70.00,Thin to Very Thick,Good,Good,6.55 x 4.95 x 2.50 mm,1861
23376_29708,Oval,0.50,J,SI1,GIA,Excellent,Faint,None Pointed,62.70,58.00,Medium to Very Thick,Very Good,Good,6.36 x 4.39 x 2.75 mm,1212
SG2413_98109,Oval,0.30,E,VS2,GIA,Excellent,Faint,,60.50,56.00,Medium to Thick,Very Good,Very Good,5.64 x 3.68 x 2.23 mm,1203
296932_NVD,Oval,0.54,E,I1,GIA,Very Good,None,,58.80,58.00,THN - THK to THN - THK,Excellent,Very Good,7.77x4.27x2.51 mm,1571
A133-71_NVD,Oval,0.50,J,VS2,GIA,Very Good,None,NON,64.00,60.00,STK-VTK to STK-VTK,Excellent,Very Good,6.02x4.47x2.86 mm,1388
B897-84_13198,Oval,0.57,J,VVS1,GIA,Excellent,Faint,,56.30,61.00,Medium to Slightly Thick,Excellent,Very Good,6.57 x 4.79 x 2.69 mm,1867
00126_80451,Oval,0.43,E,SI2,GIA,Excellent,Faint,,65.40,57.00,Medium to Medium,Very Good,Fair,5.99 x 4.08 x 2.67 mm,1198
A147-181_NVD,Oval,0.40,D,VS1,GIA,Very Good,Faint,NON,63.30,57.00,MED-THK to MED-THK,Excellent,Very Good,5.86x4.09x2.59 mm,1622
C042_42633,Oval,0.46,D,VS1,EGL,Very Good,,,,,,Very Good,Very Good,6.00 x 3.75 x 2.95 mm,1722
A147-102_NVD,Oval,0.40,D,VS2,GIA,Good,Medium,NON,63.30,61.00,MED-VTK to MED-VTK,Excellent,Very Good,5.78x4.12x2.61 mm,1232
25378_29708,Oval,0.35,G,VVS2,GIA,Excellent,Faint,None Pointed,63.00,54.00,Slightly Thick to Very Thick,Very Good,Good,5.70 x 3.85 x 2.43 mm,1004
OV23011161C_NVD,Oval,0.50,G,VS2,GIA,Fair,None,,57.30,59.00,undefined to undefined,Excellent,Very Good,6.53x4.63x2.65 mm,1901
526-084_80926,Oval,0.72,I,SI2,GIA,Excellent,None,,63.90,60.00,Medium to Very Thick,Excellent,Very Good,6.65 x 4.94 x 3.16 mm,1695
92981_4620,Oval,0.38,F,VS1,GIA,Excellent,Medium,,67.40,60.00,Thick to Extr. Thick,Good,Good,5.24 x 4.01 x 2.70 mm,1191
00128_80451,Oval,0.38,I,I1,GIA,Excellent,Faint,,68.00,55.00,Thick to Thick,Good,Fair,5.56 x 3.86 x 2.62 mm,800
507-6b_21362,Oval,0.37,F,VS1,GIA,Excellent,None,,55.30,,,Excellent,Excellent,5.70 x 4.23 x 2.34 mm,1314
R3783_1159,Oval,0.50,K,SI2,GIA,Good,Faint,None,64.20,57.00,,Very Good,Very Good,6.01 x 4.42 x 2.84 mm,918
27717_43225,Oval,0.40,D,SI2,GIA,Excellent,None,,61.60,63.00,Thin to Very Thick,Excellent,Good,5.61 x 4.20 x 2.59 mm,1184
SG2656_98109,Oval,0.34,F,VVS2,GIA,Excellent,Faint,,63.20,62.00,Thin to Slightly Thick,Excellent,Very Good,5.57 x 3.86 x 2.44 mm,1363
8372_84320,Oval,0.56,F,SI2,IGI,Excellent,None,,62.70,61.00,Medium to Slightly Thick,Very Good,Very Good,6.56 x 4.66 x 2.92 mm,1494
N0156760A_92506,Oval,0.70,H,SI2,GIA,Excellent,Strong,,67.50,60.00,Thick to Very Thick,Excellent,Excellent,6.63 x 4.87 x 3.29 mm,1680
U50-126A_NVD,Oval,0.50,I,SI1,GIA,Very Good,Faint,,63.30,57.00,STK - VTK to STK - VTK,Excellent,Very Good,6.17x4.39x2.78 mm,1190
I61-102A_NVD,Oval,0.46,I,IF,GIA,Ideal,None,,61.70,56.00,THK - VTK to THK - VTK,Excellent,Very Good,6.07x4.38x2.7 mm,1510
N0207900_92506,Oval,0.37,F,SI1,GIA,Excellent,None,,65.50,59.00,Slightly Thick to Thick,Excellent,Very Good,5.64 x 3.94 x 2.58 mm,969
228-125_80926,Oval,0.50,I,VS2,GIA,Excellent,Faint,,64.80,57.00,Medium to Very Thick,Excellent,Very Good,5.97 x 4.48 x 2.90 mm,1471
A133-56_NVD,Oval,0.33,D,VS1,GIA,Good,None,NON,62.40,64.00,THK-VTK to THK-VTK,Very Good,Very Good,5.52x3.86x2.41 mm,1255
RT-417_30893,Oval,0.41,D,VVS1,GIA,Excellent,None,,60.40,62.00,Medium to Very Thick,Excellent,Very Good,5.59 x 4.31 x 2.60 mm,1617
N0245102_92506,Oval,0.70,J,SI1,GIA,Excellent,Strong,,67.80,64.00,Very Thick to Very Thick,Excellent,Excellent,6.35 x 4.88 x 3.31 mm,1625
OV220906738A_NVD,Oval,0.50,I,SI1,GIA,Fair,None,,65.00,62.00,undefined to undefined,Very Good,Very Good,7.0x4.13x2.69 mm,1339
SG2724_98109,Oval,0.30,D,VS2,GIA,Excellent,None,,61.40,58.00,Thin to Slightly Thick,Excellent,Very Good,5.51 x 3.72 x 2.28 mm,1203
C391_42633,Oval,0.23,F,VS1,EGL,Excellent,,,,,,Excellent,Excellent,5.25 x 3.25 x 2.05 mm,908
60002_5402,Oval,0.40,E,VS2,GIA,Excellent,None,,57.80,65.00,Thin to Very Thick,Very Good,Very Good,6.07 x 4.23 x 2.45 mm,1601
84J2-29_1648,Radiant,0.52,I,VS2,IGI,Very Good,VSL,None,73.30,70.00,,Excellent,Excellent,5.14 x 4.04 x 2.96 mm,1198
RAD-17624_30838,Radiant,0.70,D,VS1,GIA,Excellent,Medium,,77.70,63.00,Extr. Thin to Very Thick,Very Good,Fair,5.40 x 4.41 x 3.42 mm,2943
96395_SENT,Radiant,0.50,E,VVS1,GIA,Excellent,Medium,NONE,64.20,67.00,Thick to Very Thick,Excellent,Very Good,6.06 x 3.87 x 2.49 mm,2159
58609_5402,Radiant,0.70,G,SI1,GIA,Excellent,None,,73.70,69.00,Thick to Very Thick,Very Good,Very Good,4.96 x 4.79 x 3.53 mm,2557
607-3507_NVD,Radiant,0.42,H,VVS1,GIA,Fair,None,NON,66.70,60.00,THK-VTK to THK-VTK,Excellent,Very Good,4.97x3.79x2.53 mm,1242
